Applicant_ID,Full_Name,Employer_Name,Age,Employment_Type,Monthly_Net_Income,Gross_Income,Total_Deductions,Total_Existing_EMIs,Is_First_Loan,CIBIL_Score,Requested_Loan_Amount,Requested_Tenure_Months,Average_Monthly_Bank_Balance,Number_of_Bounced_Transactions_Last_6M,Cash_Flow_Month_1,Cash_Flow_Month_2,Cash_Flow_Month_3,Cash_Flow_Month_4,Cash_Flow_Month_5,Cash_Flow_Month_6
APP00029,David Myers,Gonzales Group,38,Self-Employed,20222.58,23951.73,3729.15,2705.3,0,675.0,890384.98,120,18484.1,0,19328.98,18991.02,18653.07,18315.12,17977.17,17639.22
APP00030,Angela Cole,Hunt Inc,39,Salaried,67648.28,80037.14,12388.86,15204.31,1,,4174021.78,60,67406.02,1,69952.48,68933.9,67915.32,66896.73,65878.15,64859.57
APP00031,Sophia Fuentes,"Hall, Gonzalez and Weaver",23,Salaried,78246.82,103449.1,25202.28,30768.63,0,718.0,4383861.58,120,162108.71,2,172846.82,168551.57,164256.33,159961.08,155665.84,151370.59
APP00032,Diana Perry,"Carter, Rivera and Hughes",33,Salaried,54770.34,70789.02,16018.68,16207.11,0,661.0,2461587.77,36,44914.11,0,53411.93,50012.8,46613.68,43214.55,39815.42,36416.29
APP00033,Stephen Rosario,Wilson-Walker,28,Salaried,67699.87,81420.51,13720.64,13220.97,0,704.0,1595752.17,36,67076.02,2,80011.1,74837.07,69663.04,64489.01,59314.97,54140.94
APP00034,Christopher Hall,Duncan Inc,30,Salaried,37765.97,47431.71,9665.74,15830.36,1,,1594137.69,36,70630.43,3,79058.02,75686.98,72315.95,68944.92,65573.88,62202.85
APP00035,John Lawrence,Crawford and Sons,49,Self-Employed,172030.41,199239.67,27209.26,13517.45,1,,6606904.76,84,436489.34,1,473851.45,458906.61,443961.76,429016.92,414072.07,399127.23
APP00036,Aaron Barnes,"Gibson, Holloway and Gonzalez",30,Salaried,102456.52,132878.58,30422.07,26288.39,1,,1924412.65,36,255026.38,2,278631.95,269189.72,259747.5,250305.27,240863.04,231420.81
APP00037,Keith Benton,Webb-Brown,38,Salaried,76741.55,93155.72,16414.16,20236.41,0,796.0,5133410.77,48,40779.38,4,47145.26,44598.91,42052.56,39506.21,36959.85,34413.5
APP00038,Kaylee Williamson,"Adkins, Bridges and Taylor",47,Salaried,34329.38,40459.8,6130.43,12869.26,0,716.0,2144894.4,36,36935.31,2,39431.49,38433.02,37434.55,36436.08,35437.61,34439.14
APP00039,Amy Lam,Montoya-Wiggins,32,Salaried,40019.68,47543.09,7523.41,7473.87,0,746.0,1953056.78,24,73537.59,0,81988.25,78607.99,75227.73,71847.46,68467.2,65086.93
APP00040,Shelly Yates,Flores and Sons,37,Self-Employed,122833.1,137829.43,14996.33,32860.82,0,777.0,3293816.34,12,141477.83,1,153695.01,148808.14,143921.27,139034.4,134147.53,129260.66
APP00041,James Garcia,"Hendrix, Lopez and Ryan",39,Self-Employed,210655.62,237869.12,27213.5,46702.92,0,626.0,9817763.85,48,440726.91,2,454337.11,448893.03,443448.95,438004.87,432560.78,427116.7
APP00042,Amy Jones,"Baker, Edwards and Scott",39,Salaried,79824.23,96974.6,17150.37,16211.93,0,767.0,2506376.16,60,76265.14,1,79307.15,78090.34,76873.54,75656.74,74439.93,73223.13
APP00043,Christopher Peterson,Peters-Dixon,26,Self-Employed,128697.79,145693.75,16995.96,27244.19,0,654.0,6550207.92,48,231463.28,2,258583.67,247735.51,236887.36,226039.2,215191.04,204342.88
APP00044,Aaron Hernandez,Becker-Parker,39,Self-Employed,41496.4,46001.1,4504.7,14481.11,0,644.0,590649.98,24,31010.18,1,32434.96,31865.05,31295.13,30725.22,30155.31,29585.39
APP00045,Jack Johnson,Delacruz Group,52,Salaried,69446.92,86932.74,17485.82,10916.63,0,790.0,3346518.72,60,56068.57,0,56366.01,56247.03,56128.06,56009.08,55890.11,55771.13
APP00046,Lisa Hernandez,"Scott, Harris and Williams",23,Salaried,56679.27,70282.4,13603.13,7954.65,0,741.0,2583626.86,24,131451.22,0,139496.55,136278.42,133060.29,129842.16,126624.03,123405.9
APP00047,Gregory Diaz,"Pearson, Randolph and Douglas",47,Self-Employed,92447.83,104269.7,11821.87,11815.04,0,793.0,6242050.67,48,179051.17,1,180229.88,179758.4,179286.91,178815.43,178343.94,177872.45
APP00048,Samuel Kaiser,"Silva, Diaz and Solis",39,Salaried,35106.48,43858.45,8751.96,10284.39,0,574.0,1624220.17,24,57504.72,3,61990.32,60196.08,58401.84,56607.6,54813.36,53019.12
APP00049,John Miller,Bryant Ltd,32,Salaried,97842.04,132609.19,34767.15,7778.16,0,753.0,5768557.13,84,135278.84,0,137470.02,136593.55,135717.08,134840.61,133964.14,133087.67
APP00050,Grant Baker,"Beck, Daniel and Smith",58,Self-Employed,173514.19,204505.26,30991.07,22748.4,0,683.0,4393840.55,120,354018.47,1,352107.49,352871.88,353636.28,354400.67,355165.06,355929.45
APP00051,Candice Johnson,Ortiz PLC,46,Salaried,45098.82,54119.29,9020.46,7080.92,0,709.0,2036336.07,12,119737.86,0,128988.32,125288.14,121587.95,117887.77,114187.59,110487.41
APP00052,Kelsey Thomas,Johnson-Robinson,26,Self-Employed,20813.58,23067.79,2254.2,887.26,0,614.0,654065.62,24,29278.23,1,29051.2,29142.01,29232.82,29323.63,29414.44,29505.25
APP00053,Alyssa Rice,Carter-Page,39,Salaried,81785.68,105273.67,23487.99,20377.96,0,707.0,5816977.8,12,44286.43,4,50503.98,48016.96,45529.94,43042.91,40555.89,38068.87
APP00054,Sharon Horton,"Bishop, Sullivan and Luna",44,Salaried,55107.56,65711.16,10603.61,5374.57,1,,3827462.56,48,59982.25,0,63477.85,62079.61,60681.37,59283.13,57884.89,56486.65
APP00055,Jacob Jackson,Humphrey Inc,36,Salaried,23182.57,31140.52,7957.95,1662.82,0,680.0,619264.74,24,54809.36,0,56899.9,56063.68,55227.47,54391.25,53555.04,52718.82
APP00056,Kim Maxwell,Hamilton Ltd,45,Self-Employed,119763.16,135945.5,16182.34,16181.59,0,634.0,5917445.83,48,138903.23,1,136671.58,137564.24,138456.9,139349.56,140242.23,141134.89
APP00057,Daniel Cain,Williams Inc,37,Salaried,73146.34,101247.92,28101.58,11330.86,0,644.0,1190343.59,24,161015.17,2,176557.29,170340.44,164123.59,157906.74,151689.9,145473.05
APP00058,Dr. Renee Cardenas,"Crawford, Smith and Griffith",45,Salaried,60360.01,75243.97,14883.96,10452.65,1,,2710072.68,36,55655.29,2,60582.85,58611.82,56640.8,54669.78,52698.76,50727.74
APP00059,Cristina Holmes,"Owen, Jimenez and Craig",52,Salaried,195749.71,251047.71,55298.01,28364.09,0,691.0,13917941.48,60,361523.39,2,397750.6,383259.71,368768.83,354277.95,339787.06,325296.18
APP00060,Allen Johnson,"Goodman, Pham and Ferguson",31,Self-Employed,63371.73,70020.99,6649.26,12381.07,0,670.0,1291558.33,12,80859.44,2,90021.0,86356.38,82691.75,79027.12,75362.49,71697.87
APP00061,David Schwartz,Thomas Ltd,40,Self-Employed,37916.28,42290.16,4373.87,4725.76,0,744.0,2114539.68,36,65138.75,1,64668.13,64856.38,65044.63,65232.87,65421.12,65609.37
APP00062,Jillian Giles,Black Group,33,Salaried,67922.4,82187.55,14265.14,4542.24,0,680.0,2916071.36,24,94311.81,4,94187.6,94237.28,94286.96,94336.65,94386.33,94436.02
APP00063,Tina Diaz MD,Harris Inc,39,Self-Employed,30661.0,36646.86,5985.86,11790.08,0,660.0,2195446.56,36,49124.99,3,51906.99,50794.19,49681.39,48568.6,47455.8,46343.0
APP00064,Craig Harris,Perry Ltd,26,Salaried,41967.09,58228.17,16261.08,8109.56,0,749.0,1532142.32,36,89015.9,1,91136.58,90288.31,89440.04,88591.77,87743.5,86895.22
APP00065,Stephanie Pittman,Mccarthy-Ramos,32,Salaried,76242.38,99393.11,23150.72,15653.98,0,723.0,4699117.44,24,154072.69,1,156079.93,155277.03,154474.14,153671.24,152868.34,152065.45
APP00066,Matthew Marsh,Moore-Brown,36,Salaried,52503.76,68326.29,15822.53,1722.64,0,796.0,2509266.1,120,81380.86,0,83080.68,82400.75,81720.83,81040.9,80360.98,79681.05
APP00067,Matthew Browning,"Anderson, Moore and Griffin",47,Salaried,61734.85,82218.65,20483.8,8926.13,0,627.0,3703815.91,36,33931.38,2,37063.21,35810.48,34557.74,33305.01,32052.27,30799.54
APP00068,Nicole Woods,Baxter LLC,49,Salaried,160262.34,202182.51,41920.17,27520.52,0,682.0,10117607.72,84,376198.05,3,434201.95,411000.39,387798.83,364597.27,341395.71,318194.15
APP00069,Richard Cook,"Castro, Moore and Barr",25,Salaried,85836.48,117814.86,31978.38,6791.73,0,716.0,4366612.44,48,63205.81,0,59315.14,60871.41,62427.68,63983.94,65540.21,67096.48
APP00070,Valerie Foster,Dunn-Lewis,30,Salaried,89589.44,109304.47,19715.03,9062.88,0,725.0,2956254.24,12,123181.65,1,129844.11,127179.12,124514.14,121849.15,119184.17,116519.18
APP00071,Travis Hardy,"Whitney, Myers and Johnson",44,Salaried,93849.71,128305.9,34456.19,5844.23,1,,4482950.14,84,224767.22,2,245644.41,237293.53,228942.66,220591.79,212240.91,203890.04
APP00072,Cameron Hernandez,Moore-Carter,21,Salaried,68389.81,80702.6,12312.79,1934.2,0,677.0,4062947.32,60,198819.51,2,215663.85,208926.11,202188.37,195450.64,188712.9,181975.16
APP00073,Renee Thomas,"Gardner, Davis and Marshall",33,Self-Employed,163554.6,189277.07,25722.47,44821.76,0,673.0,10013891.29,48,326935.74,1,343129.35,336651.9,330174.46,323697.01,317219.57,310742.12
APP00074,Veronica Sandoval,"White, Cook and Morales",37,Self-Employed,61157.48,70952.74,9795.26,14170.07,0,755.0,3052048.05,36,42451.7,1,45881.1,44509.34,43137.58,41765.82,40394.06,39022.3
APP00075,Joshua Anderson,Poole Inc,51,Salaried,174298.31,231969.54,57671.22,12447.39,1,,6858211.1,84,489420.33,0,493195.93,491685.69,490175.45,488665.21,487154.97,485644.74
APP00076,Wesley Santos,"Mclean, Ferrell and Ayers",45,Salaried,48749.12,58989.15,10240.03,13149.25,0,621.0,830441.69,36,26084.78,1,27393.36,26869.93,26346.5,25823.06,25299.63,24776.19
APP00077,Taylor Hamilton,"Jones, Burns and Smith",35,Salaried,59334.24,73659.19,14324.94,5807.68,0,770.0,1123871.26,12,33391.55,0,31582.41,32306.06,33029.72,33753.37,34477.03,35200.68
APP00078,Samantha Clark,Preston-Durham,34,Salaried,35343.38,48396.2,13052.82,13985.23,0,747.0,1792888.46,12,66316.93,0,73641.55,70711.7,67781.86,64852.01,61922.16,58992.31
APP00079,Edward Allen,Washington LLC,35,Self-Employed,47560.48,53163.05,5602.57,3389.72,0,723.0,1699723.5,24,128272.3,0,127496.44,127806.79,128117.13,128427.47,128737.81,129048.15
APP00080,Deanna Barnes,"Silva, Avila and Harris",53,Salaried,95496.16,117675.77,22179.61,18376.06,0,713.0,5023499.9,36,181317.89,1,196380.59,190355.51,184330.43,178305.35,172280.27,166255.19
APP00081,Thomas Gomez,Nelson-Orozco,34,Self-Employed,165015.93,190770.71,25754.78,28708.21,0,659.0,7136530.43,36,405101.2,1,432490.2,421534.6,410579.0,399623.4,388667.8,377712.2
APP00082,Kevin Strong,Riley LLC,35,Salaried,49375.59,68428.87,19053.28,8601.95,0,711.0,1774018.5,48,95531.29,0,89934.06,92172.96,94411.85,96650.74,98889.63,101128.52
APP00083,Thomas Shaw,Carpenter Inc,42,Salaried,72497.85,89834.53,17336.69,11926.98,0,790.0,1759923.83,36,47343.23,0,46837.3,47039.67,47242.05,47444.42,47646.79,47849.17
APP00084,Kelly Smith,Cooper and Sons,37,Self-Employed,48215.82,53778.51,5562.7,8743.16,0,740.0,3029697.78,12,89801.77,2,98014.85,94729.62,91444.39,88159.15,84873.92,81588.69
APP00085,Clayton Smith,"Evans, Jackson and Bell",36,Salaried,48322.83,57943.42,9620.59,8370.83,0,732.0,1367543.02,24,106610.83,0,106294.75,106421.18,106547.62,106674.05,106800.48,106926.91
APP00086,Carrie Wells,Wright-Newton,27,Self-Employed,23703.79,28456.89,4753.1,2109.74,0,720.0,1182042.93,24,39295.47,0,39757.02,39572.4,39387.78,39203.16,39018.54,38833.92
APP00087,Kristie Nguyen,Rodriguez LLC,38,Salaried,70935.16,86837.87,15902.71,4500.3,0,629.0,1284289.04,36,156365.09,1,152877.29,154272.41,155667.53,157062.65,158457.77,159852.89
APP00088,Kristi Mueller,Cummings Group,34,Salaried,30145.94,40014.43,9868.5,10314.33,0,687.0,2104270.6,36,41731.48,2,46590.53,44646.91,42703.29,40759.67,38816.06,36872.44
APP00089,Justin Wright,Burgess Inc,50,Self-Employed,74281.13,82131.85,7850.73,6554.85,0,748.0,1571505.42,12,53739.24,1,54358.16,54110.59,53863.03,53615.46,53367.9,53120.33
APP00090,Raymond Romero,Larson Group,45,Salaried,75508.58,95062.56,19553.98,17785.74,0,731.0,3188906.51,60,176886.05,3,197099.42,189014.07,180928.73,172843.38,164758.03,156672.68
APP00091,Olivia Gaines,Johnson PLC,38,Salaried,51340.56,66326.25,14985.69,14205.23,1,,3117222.03,24,44971.36,0,46484.99,45879.54,45274.09,44668.64,44063.19,43457.74
APP00092,Lonnie Wagner,"Davis, Lucas and Anderson",45,Salaried,47461.14,62907.28,15446.14,15868.32,0,632.0,1232551.73,36,39993.2,6,47949.2,44766.8,41584.4,38402.0,35219.6,32037.2
APP00093,Melissa Chavez,"Hood, Jones and Luna",35,Salaried,35695.17,46505.52,10810.35,5910.61,0,766.0,1810236.0,12,26965.47,1,29013.41,28194.24,27375.06,26555.88,25736.7,24917.53
APP00094,Karen David,"Martin, Jackson and David",49,Salaried,175543.12,220785.04,45241.93,44596.39,0,646.0,6404500.51,60,209313.06,0,214774.77,212590.09,210405.4,208220.72,206036.03,203851.34
APP00095,Sherri Dunlap,Smith-Newman,38,Self-Employed,24527.09,27340.71,2813.62,1692.49,0,810.0,1710527.76,12,35644.58,0,34210.93,34784.39,35357.85,35931.3,36504.76,37078.22
APP00096,Justin Harding,Turner-Green,44,Self-Employed,200098.28,227989.16,27890.87,21986.59,0,754.0,4007256.83,84,188391.86,2,205957.65,198931.34,191905.02,184878.7,177852.38,170826.06
APP00097,Breanna Martinez,Koch Inc,25,Salaried,76376.59,96721.04,20344.45,11165.99,0,778.0,1793682.07,24,64239.47,2,69826.19,67591.5,65356.81,63122.12,60887.43,58652.74
APP00098,Benjamin Allen,Crawford PLC,41,Salaried,60696.62,75035.47,14338.85,13935.45,0,725.0,2713762.5,48,87475.59,2,92731.58,90629.18,88526.79,86424.39,84321.99,82219.59
APP00099,Michael Bowers,"Wilson, Mcdonald and Martin",21,Self-Employed,22243.93,24750.33,2506.4,2477.97,0,760.0,1176307.82,36,11142.22,0,11707.3,11481.27,11255.23,11029.2,10803.17,10577.13
APP00100,Brittany Moran,"Williams, Scott and Avery",21,Salaried,87922.46,119623.96,31701.5,16250.64,1,,4092900.77,60,138014.2,1,138665.3,138404.86,138144.42,137883.98,137623.53,137363.09
APP00101,Brenda Andrade,Powell-Harris,35,Self-Employed,203039.23,226884.59,23845.36,19704.55,0,681.0,4660038.0,60,148273.21,1,148541.57,148434.23,148326.88,148219.54,148112.19,148004.85
APP00102,Colleen Cisneros,Kerr Ltd,29,Salaried,40461.5,50520.14,10058.64,14106.59,0,706.0,1675976.6,12,27863.14,2,33615.97,31314.84,29013.71,26712.58,24411.44,22110.31
APP00103,John Fritz,"Shaw, Macdonald and Smith",40,Self-Employed,52125.8,59641.8,7516.0,6684.32,0,779.0,828461.26,24,39015.0,1,41859.05,40721.43,39583.81,38446.19,37308.57,36170.95
APP00104,Candice Reynolds,Freeman Ltd,60,Salaried,121391.11,146522.99,25131.88,4443.77,0,699.0,6360222.96,60,311822.1,0,329732.89,322568.58,315404.26,308239.95,301075.63,293911.31
APP00105,Gina Gonzalez,"Clark, Manning and Miller",30,Self-Employed,71787.04,84553.47,12766.42,23719.55,0,603.0,2278214.38,60,152151.91,2,159759.9,156716.71,153673.51,150630.32,147587.12,144543.92
APP00106,Nathan Smith,Hernandez LLC,32,Self-Employed,236208.94,263194.14,26985.2,42433.51,1,,16455870.34,48,636748.24,1,637186.72,637011.33,636835.94,636660.55,636485.16,636309.77
APP00107,Jessica Smith,Coleman PLC,40,Self-Employed,43106.79,51007.88,7901.08,6589.65,0,720.0,1551898.01,12,100097.31,1,110386.28,106270.69,102155.1,98039.51,93923.93,89808.34
APP00108,Marcus Hunt,"Rodriguez, Hudson and Martinez",43,Salaried,93367.49,110286.84,16919.36,23478.23,0,748.0,1409618.21,24,144070.62,0,153412.8,149675.93,145939.06,142202.18,138465.31,134728.44
APP00109,William Kramer,"Lane, Young and Larson",36,Self-Employed,25516.22,28096.95,2580.73,9881.44,0,700.0,324679.92,36,30531.7,2,33643.57,32398.82,31154.07,29909.33,28664.58,27419.84
APP00110,Ashley Baker,"Page, Brown and Sanchez",36,Salaried,173023.13,221037.93,48014.8,55768.04,0,627.0,5496051.64,12,284753.57,2,315523.18,303215.33,290907.49,278599.64,266291.8,253983.95
APP00111,Richard Nelson,"Rogers, Garcia and Lewis",45,Salaried,53847.96,68999.45,15151.49,15681.98,0,711.0,1491593.26,12,95463.33,1,97891.64,96920.32,95949.0,94977.67,94006.35,93035.03
APP00112,Jay Pruitt,"Thompson, Torres and Miller",43,Salaried,27083.56,34266.86,7183.3,12376.41,0,733.0,1869710.65,120,62087.93,1,64157.53,63329.69,62501.85,61674.02,60846.18,60018.34
APP00113,Deanna Hernandez,Vargas-White,28,Salaried,57431.03,78591.78,21160.75,28817.89,0,639.0,3378048.78,48,57562.22,1,60904.38,59567.52,58230.65,56893.79,55556.92,54220.06
APP00114,Laura Graves,Bentley-Jenkins,37,Salaried,64052.35,85124.08,21071.73,9881.67,0,711.0,2180694.08,48,163069.2,0,157354.35,159640.29,161926.23,164212.17,166498.1,168784.04
APP00115,Anthony Watts,Johnson-Kramer,38,Self-Employed,239860.77,283628.85,43768.08,18557.36,0,673.0,6620600.0,60,663435.4,0,638882.85,648703.87,658524.89,668345.91,678166.93,687987.96
APP00116,Benjamin Mays,Gross Ltd,27,Salaried,51472.21,68745.64,17273.43,5234.82,0,783.0,826954.07,12,141012.41,0,143229.29,142342.54,141455.79,140569.04,139682.29,138795.54
APP00117,Rebecca Miller,Hernandez LLC,41,Salaried,71094.34,95641.5,24547.16,12603.74,1,,1380316.12,36,133758.04,0,139520.88,137215.74,134910.61,132605.47,130300.33,127995.2
APP00118,Andrea Roy,Harris and Sons,29,Salaried,80455.91,107981.99,27526.08,10092.79,1,,4549488.14,36,153654.26,0,161581.97,158410.89,155239.81,152068.72,148897.64,145726.56
APP00119,Gerald Tran,"Rivera, Daugherty and Osborn",48,Self-Employed,208693.41,248257.05,39563.65,19020.8,0,752.0,3214991.58,36,595737.69,2,607937.07,603057.32,598177.57,593297.81,588418.06,583538.31
APP00120,Debra Anderson,Johnson-Fox,40,Salaried,68692.4,91397.73,22705.33,7057.56,0,773.0,4059782.2,36,100022.41,1,99362.79,99626.64,99890.49,100154.34,100418.18,100682.03
APP00121,Cynthia Rodriguez,Odonnell-Walton,39,Salaried,111510.1,134948.11,23438.01,20123.41,0,676.0,3978991.72,120,247521.36,1,246760.91,247065.09,247369.27,247673.45,247977.63,248281.81
APP00122,Anthony Harris,"Brown, Delacruz and Williams",32,Self-Employed,83713.76,96232.3,12518.55,29182.41,0,647.0,4435519.17,48,48396.6,2,53680.54,51566.96,49453.39,47339.82,45226.24,43112.67
APP00123,Eric Malone,Buchanan-Davis,37,Salaried,59688.46,78679.78,18991.32,15853.51,1,,2923836.66,48,56734.62,1,61098.51,59352.96,57607.4,55861.84,54116.29,52370.73
APP00124,Jonathan Thompson,"Mata, Aguilar and Pratt",21,Salaried,56953.36,72660.03,15706.67,1330.74,0,701.0,1055191.11,12,99038.74,0,97978.18,98402.41,98826.63,99250.85,99675.08,100099.3
APP00125,Albert King,Chambers-Reese,27,Salaried,60728.56,77461.31,16732.74,4774.08,1,,3482318.88,48,136551.91,0,129383.4,132250.81,135118.21,137985.62,140853.02,143720.42
APP00126,Nicholas Arnold,Green Ltd,42,Salaried,47892.49,59251.61,11359.12,12224.42,0,691.0,3096299.8,24,39578.63,4,44080.27,42279.62,40478.96,38678.31,36877.65,35076.99
APP00127,John Michael,Conway-Mcgee,21,Self-Employed,116932.81,130413.26,13480.45,8777.93,1,,2178095.23,24,286764.41,1,293281.38,290674.59,288067.8,285461.02,282854.23,280247.45
APP00128,Robert Reynolds,"Garza, Graham and Bryan",46,Salaried,40538.73,55327.89,14789.16,12617.32,1,,2847711.46,36,66299.36,0,71538.0,69442.54,67347.09,65251.63,63156.17,61060.71
APP00129,Ruben Long MD,"Evans, Woodward and Schmidt",21,Salaried,93163.8,116082.88,22919.08,11129.09,0,730.0,5624770.93,24,73535.14,1,74820.83,74306.55,73792.28,73278.0,72763.72,72249.45
APP00130,Vickie Cooper,"Wilson, Schmitt and Cobb",46,Salaried,116195.67,137230.52,21034.84,22111.9,0,654.0,5613843.65,60,62741.2,0,62532.45,62615.95,62699.45,62782.95,62866.45,62949.95
APP00131,Michelle Fields,Christensen-Abbott,30,Salaried,59865.1,74513.25,14648.15,21741.52,0,751.0,3218578.93,48,73263.38,2,83637.73,79487.99,75338.25,71188.52,67038.78,62889.04
APP00132,Gregory Brown,Gonzalez Group,46,Salaried,53588.63,74415.93,20827.29,5759.77,0,804.0,791615.49,48,129548.44,0,119994.92,123816.33,127637.74,131459.14,135280.55,139101.96
